Id,"Dublin Core:Title","Dublin Core:Creator","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Coverage","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Contributor","Dublin Core:Rights","Item Type Metadata:Pagination PDF","Item Type Metadata:Foliotation","Item Type Metadata:Numéro de la pièce","Item Type Metadata:Titre de section","Item Type Metadata:Titre de la pièce","Item Type Metadata:Illustration","Item Type Metadata:Texte","Item Type Metadata:Incipit non modernisé","Item Type Metadata:Auteur de la pièce","Item Type Metadata:Forme poétique","Item Type Metadata:Date de la première publication","Item Type Metadata:Incipit modernisé","Item Type Metadata:Incipit neutralisé","Item Type Metadata:Remarques","Item Type Metadata:Titre de supersection","Item Type Metadata:Titre de fin de section","Item Type Metadata:Nombre de sous-pièces","Item Type Metadata:Titre de la première sous-pièce, si différent du titre de la pièce","Item Type Metadata:Titre de la deuxième sous-pièce","Item Type Metadata:Incipit non modernisé de la deuxième sous-pièce","Item Type Metadata:Incipit modernisé de la deuxième sous-pièce","Item Type Metadata:Titre de la troisième sous-pièce","Item Type Metadata:Incipit non modernisé de la troisième sous-pièce","Item Type Metadata:Incipit modernisé de la troisième sous-pièce","Item Type Metadata:Annotations manuscrites","Item Type Metadata:Titre de la quatrième sous-pièce","Item Type Metadata:Incipit non modernisé de la quatrième sous-pièce","Item Type Metadata:Incipit modernisé de la quatrième sous-pièce","Item Type Metadata:Titre de fin de pièce","Item Type Metadata:Titre de la cinquième sous-pièce","Item Type Metadata:Incipit non modernisé de la cinquième sous-pièce","Item Type Metadata:Titre de la sixième sous-pièce","Item Type Metadata:Incipit non modernisé de la sixième sous-pièce","Item Type Metadata:Incipit modernisé de la sixième sous-pièce","Item Type Metadata:Titre de la septième sous-pièce","Item Type Metadata:Incipit non modernisé de la septième sous-pièce","Item Type Metadata:Incipit modernisé de la septième sous-pièce","Item Type Metadata:Titre de la huitième sous-pièce","Item Type Metadata:Incipit non modernisé de la huitième sous-pièce","Item Type Metadata:Incipit modernisé de la huitième sous-pièce","Item Type Metadata:Titre de la neuvième sous-pièce","Item Type Metadata:Incipit non modernisé de la neuvième sous-pièce","Item Type Metadata:Incipit modernisé de la neuvième sous-pièce","Item Type Metadata:Incipit modernisé de la cinquième sous-pièce","Item Type Metadata:Transcription diplomatique du titre","Item Type Metadata:Nom de l'imprimeur-libraire","Item Type Metadata:Colophon","Item Type Metadata:Lieu de publication","Item Type Metadata:Type de document au sein du corpus","Item Type Metadata:Type de numérisation","Item Type Metadata:Source de la numérisation","Item Type Metadata:Titre long","Item Type Metadata:Imprimeur-libraire","Item Type Metadata:Lien vers la notice du catalogue de la bibliothèque où est conservé l'exemplaire","Item Type Metadata:Id Omeka","Item Type Metadata:Auteur mentionné dans la bibliographie de F. Lachèvre","Item Type Metadata:Présentation matérielle de l'édition","Item Type Metadata:Paratextes","Item Type Metadata:Exemplaire analysé","Item Type Metadata:Autres exemplaires","Item Type Metadata:Date de la dernière publication identifiée","Item Type Metadata:Histoire éditoriale","Item Type Metadata:Éditions répertoriées","Item Type Metadata:Édition(s) critique(s)","Item Type Metadata:Réimpression(s) / fac-similé(s)","Item Type Metadata:Sélection bibliographique","Item Type Metadata:Informations répertoriées sur l'édition","Item Type Metadata:Remarques en interne","Item Type Metadata:Collection parente","Item Type Metadata:Mention d'un privilège","Item Type Metadata:Référence(s) à consulter","Item Type Metadata:Présentation générale de l'édition","Item Type Metadata:Présentation générale de l'oeuvre","Item Type Metadata:Titre usuel","Item Type Metadata:Adresse de l'imprimeur-libraire","Item Type Metadata:Précision sur la datation","Item Type Metadata:Autre mention sur la page de titre","Item Type Metadata:Explicit","Item Type Metadata:Marque typographique","Item Type Metadata:Auteur(s) identifié(s) dans le recueil","Item Type Metadata:Structuration du recueil","Item Type Metadata:Date de création de la notice","Item Type Metadata:Dernière mise à jour de la notice","Item Type Metadata:Description et analyse du dossier génétique","Item Type Metadata:Enjeux","Item Type Metadata:Mode(s) de consultation","Item Type Metadata:Navigation générale","Item Type Metadata:Destinataire (historique ou fictif) indiqué dans le titre du poème","Item Type Metadata:Première attestation imprimée du poème","Item Type Metadata:Attestation manuscrite du poème","Item Type Metadata:Source(s) antique(s) identifiée(s)","Item Type Metadata:Source(s) étrangère(s) identifiées","Item Type Metadata:Intertexte","Item Type Metadata:Topoï littéraires convoqués","Item Type Metadata:Commentaire littéraire","Item Type Metadata:Lien avec d'autres poèmes du corpus du Trésor des joyeuses inventions","Item Type Metadata:Extrait d'un poème plus long","Item Type Metadata:Publications ultérieures du poème","Item Type Metadata:Publication numérique du poème","Item Type Metadata:Insertion dans une séquence","Item Type Metadata:Sources musicales identifiées","Item Type Metadata:Analyse des variantes éditoriales","Item Type Metadata:Analyse des variantes sémantiques","Item Type Metadata:Références ayant servi de source à l'annotation critique du poème","Item Type Metadata:Facsimilé de l'édition","Item Type Metadata:Forme métrique","Item Type Metadata:Source(s) néo-latine(s) identifiée(s)","Item Type Metadata:Remerciements","Item Type Metadata:Statut","Item Type Metadata:Titre(s) connu(s)","Item Type Metadata:Refrain","Item Type Metadata:Schéma de rimes","Item Type Metadata:Sur l'air de","Item Type Metadata:Rentrement","Item Type Metadata:Incipit de la pièce latine adventice","Item Type Metadata:BnfMashup","Item Type Metadata:Ecouter","Item Type Metadata:Analyse des leçons des autres recueils collectifs","Item Type Metadata:Autres leçons","Item Type Metadata:Pagination de l'édition","Item Type Metadata:Complément sur le champ Auteur de la pièce",tags,file,itemType,collection,public,featured
5881,"[1539_Esprittrouble_sn] 114 Le blanc et noir est ma livrée",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library",[1539_Esprittrouble_sn]_Page_160,K8v,"n° 114",,"Huytain du blanc &amp; noir livrée dudict seigneur de Florenge. CXIIII.","Pas d'illustration",,"Le blanc &amp; noir est ma livrée",,,,"Le blanc et noir est ma livrée","Le blanc et noir est ma livrée",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/f512fb2fb15079ef823b368e6fee576d.jpg,JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5880,"[1539_Esprittrouble_sn] 113 Cy devant gist le seigneur de Florenge",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library",[1539_Esprittrouble_sn]_Page_159,K8r,"n° 113",,"Epitaphe de monseigneur le Mareschal de la marche, Seigneur de Florenge. CXIII.",Illustration,,"Cy devant gist le seigneur d’ [[de]] Florenge",,,,"Ci devant gît le seigneur de florenge","Ci devant gît le seigneur de florenge","cette pièce et la suivante sont liées. (identité du personnage évoqué)",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/472a77279f9ab4bca64fbce911a0510a.jpg,JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5879,"[1539_Esprittrouble_sn] 112 On dict que je suis rebuseur",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library","[1539_Esprittrouble_sn]_Page_158,[1539_Esprittrouble_sn]_Page_159","K7v, K8r","n° 112",,"Huytain d’ung mocqueur. CXII.","Pas d'illustration",,"On dict que je suis rebuseur",,,,"On dit que je suis rebuseur","On dit que je suis rebuseur",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://eman-archives.org/joyeuses-inventions/files/original/df9d66354b1fbd1f01dfc8b9b03c2925.jpg,https://eman-archives.org/joyeuses-inventions/files/original/2c73d86ac775e8be42f67c6e4efa58c4.jpg",JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5878,"[1539_Esprittrouble_sn] 111 J’ay esté en perplexité",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library","[1539_Esprittrouble_sn]_Page_157,[1539_Esprittrouble_sn]_Page_158","K7r, K7v","n° 111",,"Peronne remercie le treschrestien Roy Francoys premier de ce nom, des franchises qui [sic] luy a donné. CXI.",Illustration,,"J’ay esté en perplexité",,,,"J’ai été en perplexité","J’ai été en perplexité",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://eman-archives.org/joyeuses-inventions/files/original/99f60bcccacfb4dc2f2a996512a9ed30.jpg,https://eman-archives.org/joyeuses-inventions/files/original/594602e43b2eb026b2f1e43ba7e0ed60.jpg",JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5877,"[1539_Esprittrouble_sn] 110 Amy de qui chascun jour use",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library",[1539_Esprittrouble_sn]_Page_157,K7r,"n° 110",,"Huytain a M. Jehan Musart. CX.","Pas d'illustration",,"Amy de qui chascun jour use",,,,"Ami de qui chacun jour use","Ami de qui chacun jour use",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/09aee2acfc3d1806bc8165f263c0a8f0.jpg,JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5876,"[1539_Esprittrouble_sn] 109 Dont vient cela que vostre œil point ne cesse",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library","[1539_Esprittrouble_sn]_Page_156,[1539_Esprittrouble_sn]_Page_157","K6v, K7r","n° 109",,"Rondeau a une Dame. CIX.",Illustration,,"Dont vient cela que vostre œil point ne cesse",,,,"Dont vient cela que votre œil point ne cesse","Dont vient cela que votre œil point ne cesse",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://eman-archives.org/joyeuses-inventions/files/original/23d0c62d37c4a77fbd16146ecd918c78.jpg,https://eman-archives.org/joyeuses-inventions/files/original/b9233ed7a10597b8e1b3bad556c50d1c.jpg",JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5875,"[1539_Esprittrouble_sn] 108 Petite puce ennemye aux pucelles",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library","[1539_Esprittrouble_sn]_Page_154,[1539_Esprittrouble_sn]_Page_155,[1539_Esprittrouble_sn]_Page_156","K5v, K6r, K6v","n° 108",,"Blason de la Puce faict sur Parve pulex. &amp;. CVIII.","Pas d'illustration",,"Petite puce ennemye aux pucelles",,,,"Petite puce ennemie aux pucelles","Petite puce ennemie aux pucelles",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://eman-archives.org/joyeuses-inventions/files/original/cd015ab303677e462ec6082e09171180.jpg,https://eman-archives.org/joyeuses-inventions/files/original/8004309d019c9db1be241ffca95a66f0.jpg,https://eman-archives.org/joyeuses-inventions/files/original/e85c9170d455a071873ed9df6a7cece7.jpg",JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5874,"[1539_Esprittrouble_sn] 107 Pour ung raport de faulce jalousie",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library",[1539_Esprittrouble_sn]_Page_153,K5r,"n° 107",,"Dizain a la mesme Dame. CVII.","Pas d'illustration",,"Pour ung raport de faulce jalousie",,Dizain.,,"Pour un rapport de fausse jalousie","Pour un rapport de fausse jalousie",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pièce.,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/01/2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/c7019cb1e7ee392f16e297228fb5df82.jpg,JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5873,"[1539_Esprittrouble_sn] 106 Misericorde en toute obeissance",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library","[1539_Esprittrouble_sn]_Page_152,[1539_Esprittrouble_sn]_Page_153","K4v, K5r","n° 106",,"Rondeau a une Dame. CVI.",Illustration,,"Sisericorde [[misericorde]] en toute obeissance",,,,"Miséricorde en toute obéissance","Miséricorde en toute obéissance","Cette pièce et la suivante sont liées. (identité de la destinaitaire)",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://eman-archives.org/joyeuses-inventions/files/original/01e1db35e145b0283508a12ff0eb93bf.jpg,https://eman-archives.org/joyeuses-inventions/files/original/5cb487b6d0bcbd37ebe482f17525a6fc.jpg",JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
5872,"[1539_Esprittrouble_sn] 105 Trois choses sont sans varier",,,,"København (Dk), DKB, 174:4, 129 00673","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1539,Paris,,in-8,Français,,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Royal Danish Library",[1539_Esprittrouble_sn]_Page_152,K4v,"n° 105",,"Huitain. CV.","Pas d'illustration",,"Trois choses sont sans varier",,Huitain.,,"Trois choses sont sans varier","Trois choses sont sans varier",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pièce.,"Numérisation totale",,,s.n.,https://soeg.kb.dk/permalink/45KBDK_KGL/143rgf3/alma99122845339505763,5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/37391f08835d80bf6d4caaf1c2bd0217.jpg,JI_Poemes,"Édition : 1539 - Esprit troublé - s.n.",0,0
