Id,"Dublin Core:Title","Dublin Core:Creator","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Coverage","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Contributor","Dublin Core:Rights","Item Type Metadata:Pagination PDF","Item Type Metadata:Foliotation","Item Type Metadata:Numéro de la pièce","Item Type Metadata:Titre de section","Item Type Metadata:Titre de la pièce","Item Type Metadata:Illustration","Item Type Metadata:Texte","Item Type Metadata:Incipit non modernisé","Item Type Metadata:Auteur de la pièce","Item Type Metadata:Forme poétique","Item Type Metadata:Date de la première publication","Item Type Metadata:Incipit modernisé","Item Type Metadata:Incipit neutralisé","Item Type Metadata:Remarques","Item Type Metadata:Titre de supersection","Item Type Metadata:Titre de fin de section","Item Type Metadata:Nombre de sous-pièces","Item Type Metadata:Titre de la première sous-pièce, si différent du titre de la pièce","Item Type Metadata:Titre de la deuxième sous-pièce","Item Type Metadata:Incipit non modernisé de la deuxième sous-pièce","Item Type Metadata:Incipit modernisé de la deuxième sous-pièce","Item Type Metadata:Titre de la troisième sous-pièce","Item Type Metadata:Incipit non modernisé de la troisième sous-pièce","Item Type Metadata:Incipit modernisé de la troisième sous-pièce","Item Type Metadata:Annotations manuscrites","Item Type Metadata:Titre de la quatrième sous-pièce","Item Type Metadata:Incipit non modernisé de la quatrième sous-pièce","Item Type Metadata:Incipit modernisé de la quatrième sous-pièce","Item Type Metadata:Titre de fin de pièce","Item Type Metadata:Titre de la cinquième sous-pièce","Item Type Metadata:Incipit non modernisé de la cinquième sous-pièce","Item Type Metadata:Titre de la sixième sous-pièce","Item Type Metadata:Incipit non modernisé de la sixième sous-pièce","Item Type Metadata:Incipit modernisé de la sixième sous-pièce","Item Type Metadata:Titre de la septième sous-pièce","Item Type Metadata:Incipit non modernisé de la septième sous-pièce","Item Type Metadata:Incipit modernisé de la septième sous-pièce","Item Type Metadata:Titre de la huitième sous-pièce","Item Type Metadata:Incipit non modernisé de la huitième sous-pièce","Item Type Metadata:Incipit modernisé de la huitième sous-pièce","Item Type Metadata:Titre de la neuvième sous-pièce","Item Type Metadata:Incipit non modernisé de la neuvième sous-pièce","Item Type Metadata:Incipit modernisé de la neuvième sous-pièce","Item Type Metadata:Incipit modernisé de la cinquième sous-pièce","Item Type Metadata:Transcription diplomatique du titre","Item Type Metadata:Imprimeur-libraire","Item Type Metadata:Colophon","Item Type Metadata:Lieu de publication","Item Type Metadata:Type de document au sein du corpus","Item Type Metadata:Type de numérisation","Item Type Metadata:Source de la numérisation","Item Type Metadata:Lien vers la notice du catalogue de la bibliothèque où est conservé l'exemplaire","Item Type Metadata:Id Omeka","Item Type Metadata:Auteur mentionné dans la bibliographie de F. Lachèvre","Item Type Metadata:Présentation matérielle de l'édition","Item Type Metadata:Paratextes","Item Type Metadata:Exemplaire analysé","Item Type Metadata:Autres exemplaires","Item Type Metadata:Date de la dernière publication identifiée","Item Type Metadata:Histoire éditoriale","Item Type Metadata:Éditions répertoriées","Item Type Metadata:Édition(s) critique(s)","Item Type Metadata:Réimpression(s) / fac-similé(s)","Item Type Metadata:Sélection bibliographique","Item Type Metadata:Informations répertoriées sur l'édition","Item Type Metadata:Remarques en interne","Item Type Metadata:Collection parente","Item Type Metadata:Mention d'un privilège","Item Type Metadata:Référence(s) à consulter","Item Type Metadata:Présentation générale de l'édition","Item Type Metadata:Présentation générale de l'oeuvre","Item Type Metadata:Titre usuel","Item Type Metadata:Adresse de l'imprimeur-libraire","Item Type Metadata:Précision sur la datation","Item Type Metadata:Autre mention sur la page de titre","Item Type Metadata:Explicit","Item Type Metadata:Marque typographique","Item Type Metadata:Auteur(s) identifié(s) dans le recueil","Item Type Metadata:Structuration du recueil","Item Type Metadata:Date de création de la notice","Item Type Metadata:Dernière mise à jour de la notice","Item Type Metadata:Description et analyse du dossier génétique","Item Type Metadata:Enjeux","Item Type Metadata:Mode(s) de consultation","Item Type Metadata:Navigation générale","Item Type Metadata:Destinataire (historique ou fictif) indiqué dans le titre du poème","Item Type Metadata:Première attestation imprimée du poème","Item Type Metadata:Attestation manuscrite du poème","Item Type Metadata:Source(s) antique(s) identifiée(s)","Item Type Metadata:Source(s) étrangère(s) identifiées","Item Type Metadata:Intertexte","Item Type Metadata:Topoï littéraires convoqués","Item Type Metadata:Commentaire littéraire","Item Type Metadata:Lien avec d'autres poèmes du corpus du Trésor des joyeuses inventions","Item Type Metadata:Extrait d'un poème plus long","Item Type Metadata:Publications ultérieures du poème","Item Type Metadata:Publication numérique du poème","Item Type Metadata:Insertion dans une séquence","Item Type Metadata:Sources musicales identifiées","Item Type Metadata:Analyse des variantes éditoriales","Item Type Metadata:Analyse des variantes sémantiques","Item Type Metadata:Références ayant servi de source à l'annotation critique du poème","Item Type Metadata:Facsimilé de l'édition","Item Type Metadata:Forme métrique","Item Type Metadata:Source(s) néo-latine(s) identifiée(s)","Item Type Metadata:Remerciements","Item Type Metadata:Statut","Item Type Metadata:Titre(s) connu(s)","Item Type Metadata:Refrain","Item Type Metadata:Schéma de rimes","Item Type Metadata:Sur l'air de","Item Type Metadata:Rentrement","Item Type Metadata:Incipit de la pièce latine adventice","Item Type Metadata:BnfMashup","Item Type Metadata:Ecouter","Item Type Metadata:Analyse des leçons des autres recueils collectifs","Item Type Metadata:Autres leçons","Item Type Metadata:Pagination de l'édition","Item Type Metadata:Complément sur le champ Auteur de la pièce","Item Type Metadata:Télécharger la table des matières au format csv","Item Type Metadata:Télécharger la table des matières au format pdf",tags,file,itemType,collection,public,featured
13774,"Exemplaire : 1554 - Traductions du Latin en Français - Groulleau - Arsenal Rés. 8 BL 8734","Recueil collectif",,,"Paris (Fr), Bibliothèque de l’Arsenal, Rés. 8 BL 8734","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,"Corpus secondaire","in-8 (d’après la BnF), in-16 (d’après USTC)",Français,"Poésie (Recueil)",,"Miriam Speyer","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRADVCTI- || ONS DE LATIN EN || FRANCOYS, IMITATIONS, || &amp; inuentions nouuelles, tant de Clement || Marot, que d’autres des plus || excellens poëtes de || ce temps","Groulleau,  Étienne",,,Exemplaire,"Numérisation totale","Numérisation effectuée par le service de reprographie de la Bibliothèque nationale de France","Paris (Fr), Arsenal, <a href=""https://catalogue.bnf.fr/ark:/12148/cb393312267"" target=""_blank"" rel=""noopener noreferrer"">Rés. 8 BL 8734</a>",13774,,,,,,,,,,,,,,"Voir la <a href=""http://eman-archives.org/joyeuses-inventions/collections/show/58"" target=""_blank"" rel=""noopener"">notice détailée de l'édition</a>.",,,,,,,,,,,,,14/12/20,19/03/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://eman-archives.org/joyeuses-inventions/files/original/bb3ee05b2fd429a3f60e001eadd055e0.pdf,JI_Exemplaire,"Édition : 1554 - Traductions de latin en français - Groulleau",1,0
13081,"[1554_Tradlatfr_Grou] 168 Un jour Tassin au gosier sec",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_159,K8r,"n° 168",,"Dixain des Trousseaux de Robin.",,"<div style=""padding-left: 30px;"">Un jour Tassin au gosier sec</div>
Maria sa grand’ Fille Bine,<br />Mais aux Trousseaux, eust du rebec&nbsp;:<br />De Bled, s’en falloit une Myne,<br />Parquoy Robin, faisant la mine,<br />Voulut renvoyer la fillette&nbsp;:<br />Lors dist tout hault la Pucelette<br />N’estrivez pour le pain Robin,<br />Je ne veux qu’une crutellette<br />Pour boire trois Pintes de vin.","Un jour Tassin au gosier sec",,Dizain.,,"Un jour Tassin au gosier sec",,,,,001,,,,,,,,,,,,"Fin des Traductions & Invenctions nouvellement imprimées par Estienne Groulleau, Libraire & Imprimeur.",,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,13081,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/01/2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13080,"[1554_Tradlatfr_Grou] 167 A vostre avis qui est plus malheureux",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_158,K7v,"n° 167",,"D'un Amoureux &amp; d'un Jaloux, par N. B.",,"<div style=""padding-left: 30px;"">A vostrɇ avis qui est plus malheureux</div>
Ou le jaloux (qui sans joyɇ &amp; liesse<br />En peine vit) ou l’amant langoureux<br />Qui ne reçoit plaisir de sa maistresse&nbsp;:<br />Certes ilz sont tous deux en grand’ destresse<br />Mais l’un esperɇ avoir allegement,<br />L’autre, sans fin, vit en peinɇ &amp; torment :<br />Parquoy l’amant, qui en espoir se fonde,<br />Son purgatoirɇ il fait tant seulement,<br />Et le jaloux son enfer en ce monde.","A vostrɇ avis qui est plus malheureux",,,,"A votre avis qui est plus malheureux",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eman-archives.org/import/1554_Tradlatfr_Page_158.jpg,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13079,"[1554_Tradlatfr_Grou] 166 Par les effectz de Nature & d'Amour",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_158,K7v,"n° 166",,"Dixain du suject mesmes.",,"<div style=""padding-left: 30px;"">Par les effectz de Naturɇ &amp; d'Amour</div>
On peult juger, que le Roy est ton frere : <br />Car en toy croist son amour, chacun jour<br />Et par Naturɇ entendz à luy complaire : <br />Amour te fait son mal au cueur desplaire, <br />Et de Naturɇ, en toy gist son recours<br />Par ton amour, son mal tombɇ en decours, <br />Si par Naturɇ en bref temps ne se passe. <br />Ainsi la soeur donne au frerɇ, en secours, <br />Bien par Naturɇ, &amp; par Amour sa grace.","Par les effectz de Naturɇ & d'Amour",,,,"Par les effets de nature et d'amour",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eman-archives.org/import/1554_Tradlatfr_Page_158.jpg,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13078,"[1554_Tradlatfr_Grou] 165 Le frere ayant maladie ennuyeuse",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF","[1554_Tradlatfr_Grou]_Page_157,[1554_Tradlatfr_Grou]_Page_158","K7r, K7v","n° 165",,"De l'amytié du Roy, de la Royne de Navarre, sa sœur.",,"<div style=""padding-left: 30px;"">Le frerɇ ayant maladie ennuyeuse,</div>
La sœur ne peult avoir aysɇ, ou repos, <br />Du frere vif, la mort est ennuyeuse, <br />Mais une sœur l'en sauvɇ à tous propos<br />La sœur s'esbat quand le frerɇ est dispos,<br />Le frerɇ est Roy, la sœur est une Royne, <br />L'un tresparfait, &amp; l'autre souveraine<br />L'un est humain, l'autre n'est que douceur. <br />Voylà qui rend l'amytié bien certaine<br />{K7v}De soeur à frerɇ &amp; de frerɇ à la soeur.","Le frerɇ ayant maladie ennuyeuse",,,,"Le frère ayant maladie ennuyeuse",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://eman-archives.org/import/1554_Tradlatfr_Page_157.jpg,http://eman-archives.org/import/1554_Tradlatfr_Page_158.jpg",JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13077,"[1554_Tradlatfr_Grou] 164 De hault descend le don du bien parfait",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF","[1554_Tradlatfr_Grou]_Page_156,[1554_Tradlatfr_Grou]_Page_157","K6v, K7r","n° 164",,"A monsieur le Dauphin, pour la nativité de monsieur le duc son filz. In lumine tuo videbimus lumen. Dixain.",,"<div style=""padding-left: 30px;"">De hault descend le don du bien parfait,</div>
Du perɇ au filz, &amp; de l’esprit au monde,<br />Aussi en toy par naturel effect<br />Du Roy ton pere, on void grace faconde<br />Or ceste grace en un esprit redonde<br />Que l’œil divin à tresbien sçeu prevoir,<br />Quand est du corps à toy d’y fut pourvoir.<br />A fin que l’heur de ta façon premiere<br />Au gré du Ciel, nous fist au monde voir<br />Un clair rayon, de ta vive lumiere.","De hault descend le don du bien parfait",,,,"De haut descend le don du bien parfait",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://eman-archives.org/import/1554_Tradlatfr_Page_156.jpg,http://eman-archives.org/import/1554_Tradlatfr_Page_157.jpg",JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13076,"[1554_Tradlatfr_Grou] 163 Un Cordelier gageoit à son hostesse",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_156,K6v,"n° 163",,"D'un Cordelier & de son Hostesse.",,"<div style=""padding-left: 30px;"">Un Cordelier gageoit à son hostesse</div>
Qu’il luy feroit douze fois en une nuict,<br />Marché fut faict, la partie se dresse,<br />Ce Cordelier marquoit de crayɇ au lict<br />Et en marquant, voylà, dist il, sont huict&nbsp;:<br />Quoy, dist l’hostessɇ, est ce, (Frater) bien fait<br />De marquer huict quant ce ne sont que sept,<br />Corbieu, dist il, je n’ay d’un poinct passé,<br />Bien bien dist el’ vous vous sentez lassé<br />Ainsi cuydez la besongne avancer<br />Moy Vertu bieu, voylà tout effacé,<br />Sus hault le cul, c’est à recommencer.","Un Cordelier gageoit à son hostesse",,Douzain.,,"Un cordelier gageait à son hôtesse",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,13076,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eman-archives.org/import/1554_Tradlatfr_Page_156.jpg,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13075,"[1554_Tradlatfr_Grou] 162 Maintenant c'est un cas estrange",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF","[1554_Tradlatfr_Grou]_Page_155,[1554_Tradlatfr_Grou]_Page_156","K6r, K6v","n° 162",,"Autre Chanson, par C. C.",,"<div style=""padding-left: 30px;"">Maintenant c'est vn cas estrange</div>
De vouloir garder loyauté,<br />Il vaudroit mieux aller au change<br />Qui vouldroit vivrɇ en liberté.<br />
<div style=""padding-left: 30px;""><br />Au temps de ma ieunɇ ignorance</div>
I'en aymoys vne seulement<br />Et croyois par follɇ asseurance,<br />En auoir seul contentement.<br />
<div style=""padding-left: 30px;""><br />O sotte &amp; lourde fantasie</div>
De se vouloir aproprier<br />Chose commune,&nbsp;ó frenaisie<br />D'ainsi tant soy mesme lier !<br />
<div style=""padding-left: 30px;""><br />Qui veult engarder qu'une femme</div>
N'aille par tout à l'abandon,<br />Il se rompt en vain corps &amp; ame<br />C'est de sa peine le guerdon.<br />
<div style=""padding-left: 30px;""><br />S'elle ha vn amy d'auanture,</div>
Il sera bien tost dejetté,<br />Car elle n'ha rien de Nature<br />Qu'inconstance &amp; legereté.<br />
<div style=""padding-left: 30px;""><br />{K6v}Lors qu'elle sera d'un contente,</div>
L'ordre du Ciel se changera,<br />La grand' mer sera sans tormente<br />Le cler soleil plus ne luyra.<br />
<div style=""padding-left: 30px;""><br />On verra d'amytié paysible</div>
Brebis &amp; Loupz se frequenter<br />Bref l'impossible estre possible<br />Plus tost qu'on la voye arrester.","Maintenant c'est un cas estrange",,,,"Maintenant c'est un cas étrange",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://eman-archives.org/import/1554_Tradlatfr_Page_155.jpg,http://eman-archives.org/import/1554_Tradlatfr_Page_156.jpg",JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13074,"[1554_Tradlatfr_Grou] 161 Le Ciel avoit produit Bonaventure",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_154,K5v,"n° 161",,"Epitaphe de Bonaventure, par O. B.",,"<div style=""padding-left: 30px;"">Le Ciel avoit produit Bonnaventure</div>
Pour estre heureuse &amp; rendre un autrɇ heureux<br />Ayant receu de luy &amp; de Nature<br />Heur suffisant pour honorer les deux,<br />Quand mort despitɇ &amp; d’un cueur envieux<br />(Tousjours nuysant par emblée ou surprise)<br />Aux premiers jours de son printemps l'a prise<br />Pour interromprɇ un espoir si bien né<br />Mais la vertu qu’elle eut si tost apprise,<br />Rend immortel son nom bien fortuné.","Le Ciel avoit produit Bonaventure",,,,"Le ciel avait produit Bonaventure",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eman-archives.org/import/1554_Tradlatfr_Page_154.jpg,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
13073,"[1554_Tradlatfr_Grou] Je sens le bien de me voir amoureux",,,,"Paris (Fr), BnF, Arsenal, Rés. 8-BL-9907","équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle)",1554,Paris,,in-16,Français,Poème,,"Primot, Carole","Fiche : équipe Joyeuses inventions ; EMAN (Thalim, CNRS-ENS-Sorbonne nouvelle). Licence Creative Commons Attribution – Partage à l’Identique 3.0 (CC BY-SA 3.0 FR)||Image(s) : Source gallica.bnf.fr / BnF",[1554_Tradlatfr_Grou]_Page_154,K5v,"n° 160",,"Dixain de N. I.",,,"Je sens le bien de me voir amoureux",,,,"Je sens le bien de me voir amoureux",,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groulleau, Étienne",,,,"Numérisation totale",,https://catalogue.bnf.fr/ark:/12148/cb393312267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eman-archives.org/import/1554_Tradlatfr_Page_154.jpg,JI_Poemes,"Édition : 1554 - Traductions de latin en français - Groulleau",0,0
